"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-Medication-model","","","",0,*,"","","","","","A type of prescription drug or over-the-counter drug that is used to prevent, treat, or relieve symptoms of a disease or abnormal condition, but excluding vaccines.
In FHIR DSTU2 and STU3, Medication lacks the identifier attribute, which is included in SHR as an extension.
DSTU2 lacks the status attribute, which is required by US-Core.
Batch is 0..1 in FHIR R4, and accordingly is restricted here.","","","","","","","","","",,,,,"",,,,"shr-core-Medication-model",0,*,"",""
"shr-core-Medication-model.metadata","","","",0,1,"","","","http://hl7.org/fhir/us/odh/StructureDefinition/shr-core-Metadata-model {[]} {[]}
","Elements that belong to all information items.","Elements that belong to all information items.","","","","","","","","","",,,,,"",,,,"shr-core-Medication-model.metadata",0,1,"",""
"shr-core-Medication-model.language","","","",0,1,"","","","Coding {[]} {[]}
","A human language, spoken or written.","A human language, spoken or written.","","","","","","","","","",,,,,"",,,,"shr-core-Medication-model.language",0,1,"",""
"shr-core-Medication-model.implicitRules","","","",0,1,"","","","uri {[]} {[]}
","A set of rules under which this content was created","A set of rules under which this content was created","","","","","","","","","",,,,,"",,,,"shr-core-Medication-model.implicitRules",0,1,"",""
"shr-core-Medication-model.narrative","","","",0,1,"","","","http://hl7.org/fhir/us/odh/StructureDefinition/shr-core-Narrative-model {[]} {[]}
","A human-readable narrative, potentially including images, that contains a summary of the resource, and may be used to represent the content of the resource to a human.","A human-readable narrative, potentially including images, that contains a summary of the resource, and may be used to represent the content of the resource to a human.","","","","","","","","","",,,,,"",,,,"shr-core-Medication-model.narrative",0,1,"",""
"shr-core-Medication-model.status","","","",0,1,"","","","Coding {[]} {[]}
","A state that relates to the workflow or interpretation of this resource. Certain status values can modify the meaning of the resource, for example, entered-in-error. When a boolean value is used, Status of true indicates the record is active, false means inactive.","A state that relates to the workflow or interpretation of this resource. Certain status values can modify the meaning of the resource, for example, entered-in-error. When a boolean value is used, Status of true indicates the record is active, false means inactive.","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/medication-status","",,,,"shr-core-Medication-model.status",0,1,"",""
"shr-core-Medication-model.identifier","","","",0,*,"","","","http://hl7.org/fhir/us/odh/StructureDefinition/shr-core-Identifier-model {[]} {[]}
","Business identifier or external id for this resource.","Business identifier or external id for this resource.","","","","","","","","","",,,,,"",,,,"shr-core-Medication-model.identifier",0,*,"",""
"shr-core-Medication-model.partOf","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/us/odh/StructureDefinition/shr-core-DomainResource-model]]}
","The larger entity that the asserted item is a portion of. For example, an organization part of a larger organization, or an encounter with a hospitalist might be part of a larger hospitalization encounter.","The larger entity that the asserted item is a portion of. For example, an organization part of a larger organization, or an encounter with a hospitalist might be part of a larger hospitalization encounter.","","","","","","","","","",,,,,"",,,,"shr-core-Medication-model.partOf",0,1,"",""
"shr-core-Medication-model.code","","","",1,1,"","","","Coding {[]} {[]}
","The main type identifier for a lab, procedure, condition, etc., usually drawn from a controlled vocabulary.","The main type identifier for a lab, procedure, condition, etc., usually drawn from a controlled vocabulary.","","","","","","","","","",,"extensible","","http://hl7.org/fhir/us/core/ValueSet/us-core-medication-codes","",,,,"shr-core-Medication-model.code",1,1,"",""
"shr-core-Medication-model.manufacturer","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/us/odh/StructureDefinition/shr-core-Organization-model]]}
","The organization producing the product or test.","The organization producing the product or test.","","","","","","","","","",,,,,"http://ncimeta.nci.nih.gov#C1114744
",,,,"shr-core-Medication-model.manufacturer",0,1,"",""
"shr-core-Medication-model.doseForm","","","",0,1,"","","","Coding {[]} {[]}
","The form in which active and/or inert ingredient(s) are physically presented.","The form in which active and/or inert ingredient(s) are physically presented.","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/medication-form-codes","http://ncimeta.nci.nih.gov#C0013058
",,,,"shr-core-Medication-model.doseForm",0,1,"",""
"shr-core-Medication-model.packageAmount","","","",0,1,"","","","http://hl7.org/fhir/us/odh/StructureDefinition/shr-core-Ratio-model {[]} {[]}
","Specific amount of the drug in the packaged product. For example, when specifying a product that has the same strength (For example, Insulin glargine 100 unit per mL solution for injection), this attribute provides additional clarification of the package amount (For example, 3 mL, 10mL, etc.).","Specific amount of the drug in the packaged product. For example, when specifying a product that has the same strength (For example, Insulin glargine 100 unit per mL solution for injection), this attribute provides additional clarification of the package amount (For example, 3 mL, 10mL, etc.).","","","","","","","","","",,,,,"",,,,"shr-core-Medication-model.packageAmount",0,1,"",""
"shr-core-Medication-model.ingredient","","","",0,*,"","","","http://hl7.org/fhir/us/odh/StructureDefinition/shr-core-Ingredient-model {[]} {[]}
","Specifies an material component in a non-medication substance.","Specifies an material component in a non-medication substance.","","","","","","","","","",,,,,"http://ncimeta.nci.nih.gov#C3176062
",,,,"shr-core-Medication-model.ingredient",0,*,"",""
"shr-core-Medication-model.lotNumber","","","",0,1,"","","","string {[]} {[]}
","A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product within a batch.","A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product within a batch.","","","","","","","","","",,,,,"http://ncimeta.nci.nih.gov#C1115660
",,,,"shr-core-Medication-model.lotNumber",0,1,"",""
"shr-core-Medication-model.expirationDate","","","",0,1,"","","","dateTime {[]} {[]}
","When the item (medication, device, etc.) will expire.","When the item (medication, device, etc.) will expire.","","","","","","","","","",,,,,"",,,,"shr-core-Medication-model.expirationDate",0,1,"",""
