"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-Person-model","","","",0,*,"","","","","","A person relevant to the health or social situation of the subject (including the subject him- or herself).","","","","","","","","","",,,,,"",,,,"shr-core-Person-model",0,*,"",""
"shr-core-Person-model.humanName","","","",1,*,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-HumanName-model {[]} {[]}
","A name used by a human being, written as it would be typically expressed. May include a breakdown of the various elements of the name (family name, given name, etc.).","A name used by a human being, written as it would be typically expressed. May include a breakdown of the various elements of the name (family name, given name, etc.).","","","","","","","","","",,,,,"http://ncimeta.nci.nih.gov#C1547383
",,,,"shr-core-Person-model.humanName",1,*,"",""
"shr-core-Person-model.dateOfBirth[x]","","","",0,1,"","","","date {[]} {[]}
http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-TimePeriod-model {[]} {[]}","A date of birth or approximate year or period (year or date range), if estimated.","A date of birth or approximate year or period (year or date range), if estimated.","","","","","","","","","",,,,,"http://ncimeta.nci.nih.gov#C2919018
http://loinc.org#21112-8",,,,"shr-core-Person-model.dateOfBirth[x]",0,1,"",""
"shr-core-Person-model.administrativeGender","","","",1,1,"","","","Coding {[]} {[]}
","A gender classification used for administrative purposes. Administrative gender is not necessarily the same as a biological description or a gender identity. This attribute does not include terms related to clinical gender.","A gender classification used for administrative purposes. Administrative gender is not necessarily the same as a biological description or a gender identity. This attribute does not include terms related to clinical gender.","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/administrative-gender","http://ncimeta.nci.nih.gov#C1550327
",,,,"shr-core-Person-model.administrativeGender",1,1,"",""
"shr-core-Person-model.address","","","",0,*,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Address-model {[]} {[]}
","An address expressed using postal conventions (as opposed to GPS or other location definition formats). This data type may be used to convey addresses for use in delivering mail as well as for visiting locations and which might not be valid for mail delivery. There are a variety of postal address formats defined around the world. (Source: HL7 FHIR).","An address expressed using postal conventions (as opposed to GPS or other location definition formats). This data type may be used to convey addresses for use in delivering mail as well as for visiting locations and which might not be valid for mail delivery. There are a variety of postal address formats defined around the world. (Source: HL7 FHIR).","","","","","","","","","",,,,,"http://ncimeta.nci.nih.gov#C0682130
",,,,"shr-core-Person-model.address",0,*,"",""
"shr-core-Person-model.photographicImage","","","",0,*,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-PhotographicImage-model {[]} {[]}
","An attachment of a photographic type. The mime type should be either bmp, gif, jpeg, png, svg, or tiff.","An attachment of a photographic type. The mime type should be either bmp, gif, jpeg, png, svg, or tiff.","","","","","","","","","",,,,,"http://loinc.org#72170-4 (Photographic image	[Attachment])
",,,,"shr-core-Person-model.photographicImage",0,*,"",""
"shr-core-Person-model.contactPoint","","","",0,*,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-ContactPoint-model {[]} {[]}
","An electronic means of contacting an organization or individual.","An electronic means of contacting an organization or individual.","","","","","","","","","",,,,,"http://ncimeta.nci.nih.gov#C2986441
",,,,"shr-core-Person-model.contactPoint",0,*,"",""
"shr-core-Person-model.communication","","","",0,*,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Communication-model {[]} {[]}
","Language used for communication by a human, either the subject of record, parent, or other involved person.","Language used for communication by a human, either the subject of record, parent, or other involved person.","","","","","","","","","",,,,,"",,,,"shr-core-Person-model.communication",0,*,"",""
"shr-core-Person-model.maritalStatus","","","",0,1,"","","","Coding {[]} {[]}
","The most recent marital status of a person.","The most recent marital status of a person.","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/marital-status","http://ncimeta.nci.nih.gov#C0024819
",,,,"shr-core-Person-model.maritalStatus",0,1,"",""
"shr-core-Person-model.multipleBirth[x]","","","",0,1,"","","","boolean {[]} {[]}
integer {[]} {[]}","If the person was part of a multiple birth event, and if so in which order.","If the person was part of a multiple birth event, and if so in which order.","","","","","","","","","",,,,,"",,,,"shr-core-Person-model.multipleBirth[x]",0,1,"",""
"shr-core-Person-model.birthSex","","","",0,1,"","","","Coding {[]} {[]}
","Administrative sex assigned at birth and recorded on birth certificate.","Administrative sex assigned at birth and recorded on birth certificate.","","","","","","","","","",,"required","","http://hl7.org/fhir/us/core/ValueSet/us-core-birthsex","http://ncimeta.nci.nih.gov#C4086849
",,,,"shr-core-Person-model.birthSex",0,1,"",""
